GENERIC NAME,STRENGTH,BRAND NAME
METHIMAZOLE,5 MG TAB,TAPAZOLE
METHOCARBAMOL,500 MG TAB,ROBAXIN
METHOCARBAMOL,750 MG TAB,ROBAXIN
METHOTREXATE,INJ 10 MG/ML 2 ML VIAL [NO PRES.],MTX
METHOTREXATE,INJ 25 MG/ML 2 ML VIAL,MTX
METHOTREXATE,INJ 25 MG/ML 2 ML VIAL [NO PRES.],MTX
METHOTREXATE,INJ 25 MG/ML 20 ML VIAL,MTX
METHOTREXATE,INJ 25 MG/ML 20 ML VIAL [NO PRES.],MTX
METHOTREXATE,INJ 25 MG/ML 40 ML VIAL,MTX
METHOTREXATE,0.625 MG PARTTAB,RHEUMATRIX
METHOTREXATE,1.25 MG PARTTAB,RHEUMATRIX
METHOTREXATE,2.5 MG TAB,RHEUMATRIX
METHOTRIMEPRAZINE,2 MG TAB,NOZINAN
METHOTRIMEPRAZINE,25 MG TAB,NOZINAN
METHOTRIMEPRAZINE,5 MG TAB,NOZINAN
METHOTRIMEPRAZINE,50 MG TAB,NOZINAN
METHOTRIMEPRAZINE,INJ 25 MG/ML AMP,NOZINAN
METHOXSALEN,1% LOTN 30 ML BTL,OXSORALEN
METHOXSALEN,10 MG CAP,OXSORALEN
METHOXSALEN,10 MG ULTRA CAP,OXSORALEN
METHYL SALICYLATE,METHYL SALICYLATE+MENTHOL 20% OINT 30 GM TUBE,ANALGESIC BALM
METHYLCELLULOSE,1% SYRUP,HSC VEHICLE (PART B)
METHYLCELLULOSE,EYE DROPS 0.6 ML MIN,TEARS NATURALE
METHYLCELLULOSE,METHYLCELLULOSE+DEXTRAN EYE DROPS 15 ML BTL,TEARS NATURALE
METHYLCELLULOSE,"1,500 CPS POWDER 500 GM BTL",
METHYLCELLULOSE,"4,000 CPS POWDER 500 GM BTL",
METHYLDOPA,125 MG TAB,ALDOMET
METHYLDOPA,250 MG TAB,ALDOMET
METHYLDOPA,500 MG TAB,ALDOMET
METHYLENE BLUE,1% INJ 10 MG/ML 5 ML VIAL,
METHYLENE BLUE,1% INJ 10 MG/ML AMP,
METHYLPHENIDATE,SR 10 MG CAP,BIPHENTIN
METHYLPHENIDATE,SR 18 MG TAB,CONCERTA
METHYLPHENIDATE,SR 27 MG TAB,CONCERTA
METHYLPHENIDATE,SR 36 MG TAB,CONCERTA
METHYLPHENIDATE,SR 54 MG TAB,CONCERTA
METHYLPHENIDATE,10 MG TAB,RITALIN
METHYLPHENIDATE,20 MG TAB,RITALIN
METHYLPHENIDATE,5 MG TAB,RITALIN
METHYLPHENIDATE,SR 20 MG TAB,RITALIN SR
METHYLPREDNISOLONE,ACETATE [DEPO] INJ 40 MG/ML 1 ML VIA,DEPO-MEDROL
METHYLPREDNISOLONE,ACETATE [DEPO] INJ 40 MG/ML 2 ML VIA,DEPO-MEDROL
METHYLPREDNISOLONE,ACETATE [DEPO] INJ 40 MG/ML 5 ML VIA,DEPO-MEDROL
METHYLPREDNISOLONE,ACETATE [DEPO] INJ 80 MG/ML 5 ML VIA,DEPO-MEDROL
METHYLPREDNISOLONE,ACETATE [DEPO] INJ 80 MG/ML AMP,DEPO-MEDROL
METHYLPREDNISOLONE,DILUTE INJ 2.5 MG/ML 12.5 ML VIAL,DEPO-MEDROL
METHYLPREDNISOLONE,INJ 1000 MG ACT-O-VIAL,DEPO-MEDROL
METHYLPREDNISOLONE,INJ 1000 MG VIAL,DEPO-MEDROL
METHYLPREDNISOLONE,INJ 125 MG ACT-O-VIAL,DEPO-MEDROL
METHYLPREDNISOLONE,INJ 125 MG VIAL,DEPO-MEDROL
METHYLPREDNISOLONE,INJ 40 MG/ML 1 ML VIAL,DEPO-MEDROL
METHYLPREDNISOLONE,INJ 500 MG ACT-O-VIAL,DEPO-MEDROL
METHYLPREDNISOLONE,INJ 500 MG VIAL,SOLU-MEDROL
METOCLOPRAMIDE,10 MG TAB,MAXERAN
METOCLOPRAMIDE,5 MG TAB,MAXERAN
METOCLOPRAMIDE,INJ 10 MG/50 ML BAG,MAXERAN INJ
METOCLOPRAMIDE,INJ 5 MG/ML 10 ML VIAL,MAXERAN INJ
METOCLOPRAMIDE,INJ 5 MG/ML 2 ML VIAL,MAXERAN INJ
METOCLOPRAMIDE,LIQ 5 MG/5 ML 500 ML BTL,MAXERAN LIQ
METOLAZONE,2.5 MG TAB,ZAROXOLYN
METOPROLOL,100 MG TAB,BETALOC
METOPROLOL,25 MG TAB,BETALOC
METOPROLOL,50 MG TAB,BETALOC
METOPROLOL,INJ 1 MG/ML 5 ML VIAL/AMP,BETALOC
METOPROLOL,100 MG TAB,Lopresor
METOPROLOL,SR 100 MG TAB,LOPRESOR SR
METOPROLOL,SR 200 MG TAB,LOPRESOR SR
METRONIDAZOLE,10% VAG CREAM 60 GM TUBE,FLAGYL
METRONIDAZOLE,250 MG TAB,FLAGYL
METRONIDAZOLE,"250 MG TAB, STD",FLAGYL
METRONIDAZOLE,500 MG CAP,FLAGYL
METRONIDAZOLE,IV 250 MG/50 ML NS BAG,FLAGYL
METRONIDAZOLE,IV 500 MG/100 ML NS BAG,FLAGYL
METRONIDAZOLE,"METRONIDAZOLE 500 MG+NYSTATIN 100,000 UNITS VAG CRM 55",FLAGYSTATIN
METRONIDAZOLE,"METRONIDAZOLE 500 MG+NYSTATIN 100,000 UNITS VAG OVULE",FLAGYSTATIN
METRONIDAZOLE,0.75% CREAM 45 GM TUBE,METRO CREAM
METRONIDAZOLE,0.75% CREAM 60 GM TUBE,METRO CREAM
METRONIDAZOLE,0.75% LOTN 120 ML BTL,METRO LOTION
METRONIDAZOLE,0.75% GEL 30 GM TUBE,METROGEL
METRONIDAZOLE,0.75% GEL 45 GM TUBE,METROGEL
METRONIDAZOLE,0.75% GEL 60 GM TUBE,METROGEL
METRONIDAZOLE,1% GEL 55 GM TUBE,METROGEL
METRONIDAZOLE,1% CREAM 45 GM TUBE,NORITATE
METRONIDAZOLE,1% CREAM 30 GM TUBE,ROSASOL
MEXILETINE,100 MG CAP,MEXITIL
MEXILETINE,200 MG CAP,MEXITIL
MIDAZOLAM,INFUSION 125 MG/25 ML BAG,VERSED
MIDAZOLAM,INFUSION 25 MG/25 ML BAG,VERSED
MIDAZOLAM,INFUSION 250 MG/50 ML BAG,VERSED
MIDAZOLAM,INFUSION 50 MG/50 ML BAG,VERSED
MIDAZOLAM,INJ 1 MG/ML 10 ML VIAL,VERSED
MIDAZOLAM,INJ 1 MG/ML 2 ML VIAL,VERSED
MIDAZOLAM,INJ 1 MG/ML 5 ML VIAL,VERSED
MIDAZOLAM,INJ 5 MG/ML 1 ML VIAL/AMP,VERSED
MIDAZOLAM,INJ 5 MG/ML 10 ML VIAL,VERSED
MIDAZOLAM,INJ 5 MG/ML 2 ML VIAL,VERSED
MIDAZOLAM,INJ 5 MG/ML 50 ML VIAL,VERSED
MIDODRINE,2.5 MG TAB,AMATINE
MIDODRINE,5 MG TAB,AMATINE
MILRINONE,INJ 1 MG/ML 10 ML VIAL,PRIMACOR
MILRINONE,INJ 1 MG/ML 20 ML VIAL,PRIMACOR
MINERAL OIL,ENEMA 130 ML BTL,FLEET MINERAL OIL
MINERAL OIL,HEAVY LIQ 250 ML BTL,OIL
MINERAL OIL,HEAVY LIQ 500 ML BTL,OIL
MINERAL OIL,LIGHT LIQ 500 ML BTL,OIL
MINERAL OIL,"LIGHT LIQ, STERILE 10 ML VIAL",PETROLATUM
MINERAL OIL,"LIGHT LIQ, STERILE 30 ML VIAL",PETROLATUM
MINOCYCLINE,100 MG CAP,MINOCIN
MINOCYCLINE,50 MG CAP,MINOCIN
MINOXIDIL,10 MG TAB,LONITEN
MINOXIDIL,2.5 MG TAB,LONITEN
MIRTAZAPINE,15 MG TAB,REMERON
MIRTAZAPINE,30 MG TAB,REMERON
MIRTAZAPINE,DISSOLVABLE 15 MG TAB,REMERON RD
MIRTAZAPINE,DISSOLVABLE 30 MG TAB,REMERON RD
MISOPROSTOL,DICLOFENAC+MISOPROSTOL 50/0.2 MG TAB,ARTHROTEC
MISOPROSTOL,DICLOFENAC+MISOPROSTOL 75/0.2 MG TAB,ARTHROTEC
MISOPROSTOL,100 MCG TAB,CYTOTEC
MISOPROSTOL,200 MCG TAB,CYTOTEC
MMR,"MEASLES,MUMPS,RUBELLA VACCINE 0.5 ML VIAL","PRIORIX, MMR II"
MOCLOBEMIDE,100 MG TAB,MANERIX
MOCLOBEMIDE,150 MG TAB,MANERIX
MOCLOBEMIDE,300 MG TAB,MANERIX
MONTELUKAST,SODIUM 10 MG TAB,SINGULAIR
MONTELUKAST,4 MG CHEW TAB,SINGULAIR CHEW
MONTELUKAST,5 MG CHEW TAB,SINGULAIR CHEW
MORPHINE,EPIDURAL 0.5 MG/ML 10 ML VIAL,EPIDURAL MORPHINE LA
MORPHINE,EPIDURAL 1 MG/ML 5 ML VIAL,EPIDURAL MORPHINE LP
MORPHINE,SR 10 MG CAP,KADIAN
MORPHINE,SR 100 MG CAP,KADIAN
MORPHINE,SR 15 MG CAP,KADIAN
MORPHINE,60 MG TAB,M.O.S.
MORPHINE,LIQ 50 MG/ML 50 ML BTL,M.O.S.
MORPHINE,SR 10 MG XR CAP,M-ESLON
MORPHINE,SR 100 MG XR CAP,M-ESLON
MORPHINE,SR 15 MG XR CAP,M-ESLON
MORPHINE,SR 200 MG XR CAP,M-ESLON
MORPHINE,SR 30 MG XR CAP,M-ESLON
MORPHINE,SR 60 MG XR CAP,M-ESLON
MORPHINE,"INFUSION 1,250 MG/25 ML BAG",Morphine INFUSION
MORPHINE,INFUSION 100 MG in NS 100 ML BAG,Morphine INFUSION
MORPHINE,"INFUSION 2,500 MG/50 ML BAG",Morphine INFUSION
MORPHINE,INFUSION 50 MG/50 ML BAG,Morphine INFUSION
MORPHINE,INFUSION 500 MG/50 ML BAG,Morphine INFUSION
MORPHINE,PCA 100 MG/50 ML PFS,MORPHINE PCA
MORPHINE,LIQ 5 MG/ML 250 ML BTL,MOS 5
MORPHINE,SR 100 MG TAB,MS CONTIN
MORPHINE,SR 200 MG CAP,MS CONTIN
MORPHINE,10 MG TAB,MS-IR
MORPHINE,20 MG TAB,MS-IR
MORPHINE,30 MG TAB,MS-IR
MORPHINE,PCA INJ 1 MG/ML 30 ML VIAL,PCA MORPHINE
MORPHINE,PCA INJ 1 MG/ML 50 ML BAG,PCA MORPHINE
MORPHINE,PCA INJ 2 MG/ML 100 ML BAG,PCA MORPHINE
MORPHINE,PCA INJ 2 MG/ML 50 ML VIAL,PCA MORPHINE
MORPHINE,PCA INJ 5 MG/ML 30 ML VIAL,PCA MORPHINE
MORPHINE,LIQ 0.1 MG/ML 20 ML BTL,PEDIATRIC MORPHINE
MORPHINE,25 MG TAB,STATEX
MORPHINE,5 MG TAB,STATEX
MORPHINE,50 MG TAB,STATEX
MORPHINE,LIQ 1 MG/ML 250 ML BTL,STATEX
MORPHINE,LIQ 1 MG/ML 500 ML BTL,STATEX
MORPHINE,LIQ 10 MG/ML 250 ML BTL,STATEX
MORPHINE,LIQ 20 MG/ML 100 ML BTL,STATEX
MORPHINE,LIQ 5 MG/ML 500 ML BTL,STATEX
MORPHINE,SUPP 10 MG,STATEX
MORPHINE,SUPP 20 MG,STATEX
MORPHINE,SUPP 30 MG,STATEX
MORPHINE,SUPP 5 MG,STATEX
MORPHINE,40 MG TAB,
MORPHINE,HP INJ 50 MG/ML 1 ML VIAL,
MORPHINE,HP INJ 50 MG/ML 10 ML VIAL,
MORPHINE,HP INJ 50 MG/ML 5 ML VIAL,
MORPHINE,INJ 1 MG/ML 10 ML VIAL,
MORPHINE,INJ 10 MG/ML AMP,
MORPHINE,INJ 15 MG/ML 30 ML VIAL,
MORPHINE,INJ 15 MG/ML AMP,
MORPHINE,INJ 2 MG/ML AMP,
MORPHINE,INJ 25 MG/ML 1 ML VIAL,
MORPHINE,INJ 25 MG/ML 4 ML VIAL,
MORPHINE,INJ 5 MG/ML 30 ML VIAL,
MORPHINE,LIQ 2 MG/ML 100 ML BTL,
MORPHINE,SULFATE POWDER 25 GM BTL,
MOXIFLOXACIN,400 MG TAB,AVELOX
MOXIFLOXACIN,IV 400 MG/250 ML NS BAG,AVELOX
MULTIVITAMINS,"VITAMINS, MULTIPLE w/MINERALS TAB",by WN Pharma
MULTIVITAMINS,"VITAMINS, MULTIPLE w/MINERALS CHEW TAB",CENTRUM
MULTIVITAMINS,"VITAMINS, MULTIPLE+IRON LIQUID 350 ML BTL",MALTLEVOL 12
MULTIVITAMINS,"VITAMINS, PRENATAL w/FOLATE+IRON TAB",MATERNA
MULTIVITAMINS,"VITAMINS, MULTIPLE INJ 10 ML [MVI-1000] VIAL",MULTI-1000
MULTIVITAMINS,"VITAMINS, MULTIPLE INJ 2x 25 ML [MVI-12] VIALS",MULTI-12
MULTIVITAMINS,"VITAMINS, MULTIPLE INJ 2x 5 ML [MVI-12] VIALS",MULTI-12
MULTIVITAMINS,"VITAMINS, MULTIPLE PED INJ 5 ML [4+1] VIAL",MULTI-12 PEDIATRIC
MULTIVITAMINS,"VITAMINS, MULTIPLE-12-K1 PED. INJ 5 ML VIAL",MULTI-12/K1
MULTIVITAMINS,"VITAMINS, MULTIPLE w/MINERALS TAB",OCUVITE
MULTIVITAMINS,"VITAMINS, MULTIPLE TAB",One-a-day
MULTIVITAMINS,"VITAMINS, MULTIPLE LIQ PED. 50 ML BTL",POLYVISOL
MULTIVITAMINS,"VITAMINS, MULTIPLE LIQ INFANT 23 ML BTL CMPD-SMH",PREMIVITES
MULTIVITAMINS,"VITAMINS, A+D+C DROPS 50 ML BTL",Tri-vi-sol
MULTIVITAMINS,"VITAMINS, MULTIPLE w/MINERALS+B-CAROTENE TAB",VITALUX AREDS
MULTIVITAMINS,"VITAMINS, B+E+C w/ZINC TAB",Z-bec
MUPIROCIN,2% CRM 15 GM TUBE,BACTROBAN
MUPIROCIN,2% OINT 15 GM TUBE,TARO-MUPIROCIN
MUPIROCIN,2% OINT 30 GM TUBE,TARO-MUPIROCIN
NABILONE,0.5 MG CAP,CESAMET
NABILONE,1 MG CAP,CESAMET
NADOLOL,160 MG TAB,CORGARD
NADOLOL,40 MG TAB,CORGARD
NADOLOL,80 MG TAB,CORGARD
NALBUPHINE,INJ 10 MG/ML AMP,NUBAIN
NALOXONE,INJ 0.4 MG/ML 10 ML VIAL,NARCAN
NALOXONE,INJ 0.4 MG/ML AMP,NARCAN
NALOXONE,INJ 1 MG/ML 2 ML VIAL,NARCAN
NAPHAZOLINE,0.1% EYE DROPS 15 ML BTL,NAPHCON FORTE
NAPROXEN,SR 750 MG TAB,APO-NAPROXEN SR
NAPROXEN,125 MG TAB,NAPROSYN
NAPROXEN,250 MG TAB,NAPROSYN
NAPROXEN,375 MG TAB,NAPROSYN
NAPROXEN,500 MG SUPP,NAPROSYN
NAPROXEN,SUSP 125 MG/5 ML 474 ML BTL,NAPROSYN
NAPROXEN,EC 250 MG TAB,NAPROSYN E
NAPROXEN,EC 375 MG TAB,NAPROSYN E
NAPROXEN,EC 500 MG TAB,NAPROSYN E
NAPROXEN,500 MG TAB,NOVO-NAPROX
NEOMYCIN,TRIAMCINOLONE+NYST+NEOMY+GRAMICIDIN CRM 15 GM TUBE,KENACOMB
NEOMYCIN,TRIAMCINOLONE+NYST+NEOMY+GRAMICIDIN OINT 15 GM TUBE,KENACOMB
NEOMYCIN,TRIAMCINOLONE+NYST+NEOMY+GRAMICIDIN OINT 400 GM JAR,KENACOMB
NEOMYCIN,TRIAMCINOLONE+NYST+NEOMYGRAMICIDIN CRM 30 GM TUBE,KENACOMB
NEOMYCIN+POLYMYXIN+DEXAMETHASONE,0.1% EYE DROPS 5 ML BT,MAXITROL
NEOMYCIN+POLYMYXIN+DEXAMETHASONE,0.1% EYE OINT 3.5 GM T,MAXITROL
NEOSTIGMINE,15 MG TAB,PROSTIGMIN
NEOSTIGMINE,INJ 1 MG/ML 10 ML VIAL,PROSTIGMINE 1:1000
NEOSTIGMINE,INJ 0.5 MG/ML 10 ML VIAL,PROSTIGMINE 1:2000
NEOSTIGMINE,INJ 2.5 MG/ML 5 ML VIAL,PROSTIGMINE 1:400
NEOSTIGMINE,INJ 0.5 MG/ML 1 ML AMP,
NIACIN,100 MG TAB,VITAMIN B3
NIACIN,50 MG TAB,VITAMIN B3
NIACIN,500 MG TAB,VITAMIN B3
NIACINAMIDE,500 MG CAP,
NICOTINE,14 MG/DAY PATCH,"Habitrol-14, Nicoderm-14"
NICOTINE,21 MG/DAY PATCH,"Habitrol-21, Nicoderm-21"
NICOTINE,7 MG/DAY PATCH,"Habitrol-7, Nicoderm-7"
NICOTINE,2 MG GUM,NICORETTE
NICOTINE,4 MG/PUFF 10 MG INHALER w/CARTRIDGES,NICORETTE
NICOTINE,2 MG LOZG,NICORETTE LOZENGE
NICOTINE,4 MG LOZG,NICORETTE LOZENGE
NICOTINE,4 MG GUM,NICORETTE PLUS
NIMODIPINE,30 MG TAB,NIMOTOP
NITROFURANTOIN,MONOHYDR. MACROCRYSTALS 100 MG CAP,MACROBID
NITROFURANTOIN,MACROCRYSTALS 100 MG CAP,MACRODANTIN
NITROFURANTOIN,MACROCRYSTALS 50 MG CAP,MACRODANTIN
NITROFURANTOIN,100 MG TAB,
NITROFURANTOIN,50 MG TAB,
NITROGLYCERIN,IV 0.4 MG/ML 100 MG/250 ML D5W BTL,NITRO 100 mg
NITROGLYCERIN,IV 0.2 MG/ML 50 MG/250 ML D5W BTL,NITRO 50 mg
NITROGLYCERIN,0.3 MG/HR PATCH,NITRO-DUR 0.3
NITROGLYCERIN,0.8 MG/HR PATCH,Nitro-Dur 0.8
NITROGLYCERIN,INJ 1 MG/ML 10 ML VIAL,NITROJECT
NITROGLYCERIN,2% OINT 30 GM TUBE,NITROL
NITROGLYCERIN,2% OINT 60 GM TUBE,NITROL
NITROGLYCERIN,0.4 MG/SPRAY 75 DOSE BTL,NITROLINGUAL
NITROGLYCERIN,INJ 5 MG/ML 10 ML VIAL,TRIDIL
NITROGLYCERIN,0.2 MG/HR PATCH,"Trinipatch 0.2, Nitro-Dur 0.2"
NITROGLYCERIN,0.4 MG/HR PATCH,"Trinipatch 0.4, Nitro-Dur 0.4"
NITROGLYCERIN,0.6 MG/HR PATCH,"Trinipatch 0.6, Nitro-Dur 0.6"
NITROPRUSSIDE,INJ 50 MG/2 ML VIAL,NIPRIDE
NOREPINEPHRINE,INJ 1 MG/ML 4 ML VIAL/AMP,LEVOPHED
NORTRIPTYLINE,10 MG CAP,AVENTYL
NORTRIPTYLINE,25 MG CAP,AVENTYL
NYSTATIN,"METRONIDAZOLE 500 MG+NYSTATIN 100,000 UNITS VAG CRM 55",FLAGYSTATIN
NYSTATIN,"METRONIDAZOLE 500 MG+NYSTATIN 100,000 UNITS VAG OVULE",FLAGYSTATIN
NYSTATIN,"100,000 UNITS/GM CREAM 15 GM TUBE",MYCOSTATIN
NYSTATIN,"100,000 UNITS/GM CREAM 30 GM TUBE",MYCOSTATIN
NYSTATIN,"100,000 UNITS/GM CREAM 450 GM JAR",MYCOSTATIN
NYSTATIN,"SUSP 100,000 UNITS/ML 100 ML BTL",NILSTAT
NYSTATIN,"SUSP 100,000 UNITS/ML 24 ML BTL",NILSTAT
NYSTATIN,"SUSP 100,000 UNITS/ML 48 ML BTL",NILSTAT
NYSTATIN,"100,000 UNITS/GM OINT 30 GM TUBE",RATIO NYSTATIN
NYSTATIN,TRIAMCINOLONE+NYST+NEOMY+GRAMICIDIN CRM 15 GM TUBE,TRIACOMB
NYSTATIN,TRIAMCINOLONE+NYST+NEOMY+GRAMICIDIN OINT 15 GM TUBE,TRIACOMB
NYSTATIN,TRIAMCINOLONE+NYST+NEOMY+GRAMICIDIN OINT 400 GM JAR,TRIACOMB
NYSTATIN,TRIAMCINOLONE+NYST+NEOMYGRAMICIDIN CRM 30 GM TUBE,TRIACOMB
NYSTATIN,100 MU POWDER - 15.5 GM BTL,
OCTREOTIDE,INJ 100 MCG/ML AMP/VIAL,SANDOSTATIN
OCTREOTIDE,INJ 200 MCG/ML 5 ML AMP/VIAL,SANDOSTATIN
OCTREOTIDE,INJ 50 MCG/ML AMP/VIAL,SANDOSTATIN
OCTREOTIDE,INJ 500 MCG/ML AMP/VIAL,SANDOSTATIN
OCTREOTIDE,INJ 10 MG KIT,SANDOSTATIN LAR
OCTREOTIDE,INJ 20 MG KIT,SANDOSTATIN LAR
OCTREOTIDE,INJ 30 MG KIT,SANDOSTATIN LAR
OFLOXACIN,0.3% EYE DROPS 1 ML BTL,OCUFLOX
OFLOXACIN,0.3% EYE DROPS 5 ML BTL,OCUFLOX
OLANZAPINE,10 MG TAB,ZYPREXA
OLANZAPINE,15 MG TAB,ZYPREXA
OLANZAPINE,2.5 MG TAB,ZYPREXA
OLANZAPINE,5 MG TAB,ZYPREXA
OLANZAPINE,7.5 MG TAB,ZYPREXA
OLANZAPINE,DISSOLVABLE 10 MG TAB,ZYPREXA ZYDIS
OLANZAPINE,DISSOLVABLE 5 MG TAB,ZYPREXA ZYDIS
OPIUM,BELLADONNA 15 MG+OPIUM 65 MG SUPP,OPIUM & BELLADONNA
ORAL PROTECTIVE PASTE,7.5 GM TUBE,ORABASE
ORAL SUSPENDING VEHICLE,[ORAPLUS] 473 ML BTL,ORA-PLUS
ORAL SUSPENDING VEHICLE,[ORAPLUS] 473 ML BTL,ORAPLUS
OXAZEPAM,10 MG TAB,SERAX
OXAZEPAM,15 MG TAB,SERAX
OXAZEPAM,30 MG TAB,SERAX
OXCARBAZEPINE,150 MG TAB,TRILEPTAL
OXCARBAZEPINE,300 MG TAB,TRILEPTAL
OXCARBAZEPINE,600 MG TAB,TRILEPTAL
OXCARBAZEPINE,SUSP 300 MG/5 ML 250 ML BTL,TRILEPTAL
OXYBUTYNIN,2.5 MG TAB,DITROPAN
OXYBUTYNIN,5 MG TAB,DITROPAN
OXYBUTYNIN,SYRUP 5 MG/5 ML 500 ML BTL,DITROPAN
OXYBUTYNIN,SR 10 MG TAB,DITROPAN XL
OXYBUTYNIN,SR 5 MG TAB,DITROPAN XL
OXYCODONE,10 MG TAB,OXY-IR
OXYCODONE,20 MG TAB,OXY-IR
OXYCODONE,5 MG TAB,OXY-IR
OXYCODONE,SR 10 MG TAB,OXYNEO
OXYCODONE,SR 15 MG TAB,OXYNEO
OXYCODONE,SR 20 MG TAB,OXYNEO
OXYCODONE,SR 40 MG TAB,OXYNEO
OXYCODONE,SR 80 MG TAB,OXYNEO
OXYCODONE+ACETAMINOPHEN,5/325 MG TAB,PERCOCET
OXYTOCIN,INJ 10 UNITS/ML 5 ML VIAL,OXYTOCICS
OXYTOCIN,INJ 10 UNITS/ML 1 ML VIAL,PITOCIN
PAMIDRONATE,INJ 30 MG/10 ML VIAL,AREDIA
PAMIDRONATE,INJ 60 MG/10 ML VIAL,AREDIA
PAMIDRONATE,INJ 90 MG/10 ML VIAL,AREDIA
PANCURONIUM,INJ 1 MG/ML 10 ML VIAL,PAVULON
PANCURONIUM,INJ 1 MG/ML 5 ML VIAL,PAVULON
PANCURONIUM,INJ 2 MG/ML 2 ML VIAL,PAVULON
PANCURONIUM,INJ 2 MG/ML 5 ML AMP,PAVULON
PANTOPRAZOLE,EC 20 MG TAB,PANTOLOC
PANTOPRAZOLE,EC 40 MG TAB,PANTOLOC
PANTOPRAZOLE,INJ 40 MG VIAL,PANTOLOC
PANTOPRAZOLE,IV 40 MG/100 ML NS MB.PLUS,PANTOLOC
PAPAVERINE,INJ 30 MG/ML 2 ML VIAL,
PAPAVERINE,INJ 32.5 MG/ML 2 ML VIAL,
PAROXETINE,10 MG TAB,PAXIL
PAROXETINE,15 MG PARTTAB,PAXIL
PAROXETINE,20 MG TAB,PAXIL
PAROXETINE,30 MG TAB,PAXIL
PAROXETINE,7.5 MG PARTTAB,PAXIL
PAROXETINE,SR 12.5 MG TAB,PAXIL CR
PAROXETINE,SR 25 MG TAB,PAXIL CR
PAROXETINE,SR 37.5 MG TAB,PAXIL CR
PEG-ELECTROLYTES,LAVAGE 1 L BTL,PEGLYTE
PEG-ELECTROLYTES,LAVAGE 1.35 L BTL,PEGLYTE
PEG-ELECTROLYTES,LAVAGE LIQ 4 L BTL,PEGLYTE
PENICILLAMINE,125 MG CAP,CUPRIMINE
PENICILLAMINE,250 MG CAP,CUPRIMINE
PENICILLAMINE,250 MG TAB,DEPEN
PENICILLIN,G Benzathine INJ 1.2 MU/2 ML PFS,BICILLIN 1200 L-A
PENICILLIN,V K 300 MG TAB,PEN V
PENICILLIN,V K SOLN 125 MG/5 ML 100 ML BTL,PEN V
PENICILLIN,V K SOLN 300 MG/5 ML 100 ML BTL,PEN V
PENICILLIN,V Benzathine SUSP 180 MG/5 ML 100 ML BTL,PEN-VEE
PENICILLIN,G SOD. IV 1 MU/50 ML D5W BAG,
PENICILLIN,G SOD. IV 10 MU/100 ML D5W BAG,
PENICILLIN,G SOD. IV 2 MU/50 ML D5W BAG,
PENICILLIN,G SOD. IV 2.5 MU/50 ML D5W BAG,
PENICILLIN,G SOD. IV 4 MU/50 ML D5W BAG,
PENICILLIN,G SOD. IV 5 MU/50 ML D5W BAG,
PENICILLIN,G Sodium INJ 1 MU VIAL,
PENICILLIN,G Sodium INJ 10 MU VIAL,
PENICILLIN,G Sodium INJ 5 MU VIAL,
PENTAMIDINE,ISETHIONATE INJ 300 MG VIAL,PENTACARINAT
PENTOSAN,100 MG CAP,ELMIRON
PENTOXIFYLLINE,SR 400 MG TAB,TRENTAL
PEPPERMINT,OIL 25 ML BTL,PEPPERMINT OIL
PERINDOPRIL,2 MG TAB,COVERSYL
PERINDOPRIL,4 MG TAB,COVERSYL
PERINDOPRIL,8 MG TAB,COVERSYL
PERMETHRIN,5% LOTION 100 ML BTL,KWELLADA-P
PERMETHRIN,1% CREAM RINSE 59 ML BTL,NIX CREME RINSE
PERMETHRIN,5% DERMAL CRM 30 GM TUBE,NIX.
PERPHENAZINE,16 MG TAB,TRILAFON
PERPHENAZINE,2 MG TAB,TRILAFON
PERPHENAZINE,4 MG TAB,TRILAFON
PERPHENAZINE,8 MG TAB,TRILAFON
PETROLATUM,HYDROPHILIC OINT 450 GM JAR,HYDROPHILIC PETROLATUM
PETROLATUM,HYDROPHILIC+25% WATER OINT 454 GM JAR,HYDROPHILIC PETROLATUM WITH 25
PHENELZINE,15 MG TAB,NARDIL
PHENOBARBITAL,15 MG TAB,PHENOBARBITONE
PHENOBARBITAL,30 MG TAB,PHENOBARBITONE
PHENOBARBITAL,60 MG TAB,PHENOBARBITONE
PHENOBARBITAL,ELIX 25 MG/5 ML 100 ML BTL,PHENOBARBITONE
PHENOBARBITAL,100 MG TAB,
PHENOBARBITAL,INJ 120 MG/ML AMP,
PHENOBARBITAL,INJ 130 MG/ML 1 ML CARPUJECT,
PHENOBARBITAL,INJ 250 MG/ 25 ML BAG,
PHENOBARBITAL,INJ 30 MG/ML AMP,
PHENOBARBITAL,INJ 500 MG/ 50 ML BAG,
PHENOBARBITAL,INJ 60 MG/ML 1 ML CARPUJECT,
PHENOL,COMPOUND SCALP LOTION 119 ML BTL,P & S LIQUID
PHENOL,6% INJ 5 ML AMP,
PHENOL,90% SOLN 100 ML BTL,
PHENOL,CRYSTALS 25 GM BTL,
PHENTOLAMINE,INJ 10 MG/ML AMP,ROGITINE
PHENTOLAMINE,INJ 5 MG/ML 1 ML VIAL,ROGITINE
PHENYLEPHRINE,CYCLOPENTOLATE 0.2%+PHENYLEPHRINE 1% EYE DROPS 2 ML BTL,CYCLOMYDRIL
PHENYLEPHRINE,CYCLOPENTOLATE 0.2%+PHENYLEPHRINE 1% EYE DROPS 5 ML BTL,CYCLOMYDRIL
